cliente,total_pedidos,valor_total,ticket_medio,primeira_compra,ultima_compra
SANTA LUZIA SUPERMERCADO,213,6422.2,30.15,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO ZARK,92,6420.79,69.79,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO A QUITANDA,123,6420.49,52.2,2026-02-01 00:00:00,2026-02-01 00:00:00
BELA VISTA,173,6419.33,37.11,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DOURADAO LJ6,120,6411.2,53.43,2026-02-01 00:00:00,2026-02-01 00:00:00
JA SUPERMERCADO,157,6406.4,40.81,2026-02-01 00:00:00,2026-02-01 00:00:00
GRINGO ATACADO,165,6405.98,38.82,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO AZEVEDO,107,6403.43,59.85,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADINHO OLIVEIRA LJ2,142,6402.85,45.09,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO E PADARIA ZANATTO,89,6402.65,71.94,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MATRIZ,118,6402.59,54.26,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCEARIA SEROPRECOS,68,6402.19,94.15,2026-02-01 00:00:00,2026-02-01 00:00:00
ADORATTO SUPERMERCADO,154,6397.89,41.54,2026-02-01 00:00:00,2026-02-01 00:00:00
TEM SUPERMERCADOS IV,123,6395.39,52.0,2026-02-01 00:00:00,2026-02-01 00:00:00
MINIMERCADO PRIMAVERA,110,6392.48,58.11,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DO PAULAO LJ2,128,6392.26,49.94,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO PEDRA AZUL,205,6391.07,31.18,2026-02-01 00:00:00,2026-02-01 00:00:00
NETAO SUPERMERCADO,108,6389.9,59.17,2026-02-01 00:00:00,2026-02-01 00:00:00
MULTIMERCADO ESTRELA 1 REDE ESTRELA,147,6388.3,43.46,2026-02-01 00:00:00,2026-02-01 00:00:00
ITOUPAVA ATACADO LJ8,183,6387.76,34.91,2026-02-01 00:00:00,2026-02-01 00:00:00
B ES MERCADINHO,114,6385.44,56.01,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO CIDADE VERDE LJ2,126,6380.57,50.64,2026-02-01 00:00:00,2026-02-01 00:00:00
MENOR PRECO SUPERMERCADOS LJ2,132,6378.95,48.33,2026-02-01 00:00:00,2026-02-01 00:00:00
REDE ECONOMICA DUARTE LJ05,152,6378.56,41.96,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MARELLI,117,6376.2,54.5,2026-02-01 00:00:00,2026-02-01 00:00:00
MARBO SUPERMERCADO,127,6374.31,50.19,2026-02-01 00:00:00,2026-02-01 00:00:00
VERD FRUT LJ25,65,6373.57,98.05,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO CRUZ I,183,6372.43,34.82,2026-02-01 00:00:00,2026-02-01 00:00:00
BODEGA DO MEU PATRAO,110,6371.83,57.93,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO CIGOGNINI 2,206,6370.74,30.93,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO MORAO,85,6353.67,74.75,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SUPER S LJ2,125,6352.01,50.82,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER JC MENOR PRECO,158,6349.86,40.19,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SAGA,91,6346.14,69.74,2026-02-01 00:00:00,2026-02-01 00:00:00
SACOLAO POPULAR,189,6346.07,33.58,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO HUPPES,179,6343.41,35.44,2026-02-01 00:00:00,2026-02-01 00:00:00
CASA DAS FARINHAS LJ3,127,6340.26,49.92,2026-02-01 00:00:00,2026-02-01 00:00:00
WINK SUPERMERCADO,134,6337.58,47.3,2026-02-01 00:00:00,2026-02-01 00:00:00
MENOR PRECO SUPERMERCADOS LJ1,127,6337.0,49.9,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO BETINHO 2,115,6330.64,55.05,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO AGULHAS NEGRAS LJ1,119,6326.64,53.17,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO TANABI,135,6325.27,46.85,2026-02-01 00:00:00,2026-02-01 00:00:00
POPPY SUPERMERCADO,81,6324.27,78.08,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADINHO AUGUSTO,124,6316.28,50.94,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO E ACOUGUE PETRY,136,6315.6,46.44,2026-02-01 00:00:00,2026-02-01 00:00:00
MACHADO ALIMENTOS LJ7,129,6313.19,48.94,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO ARIES LJ1,117,6312.97,53.96,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER BOX LIDER,149,6312.52,42.37,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADINHO OFERTAO,163,6311.44,38.72,2026-02-01 00:00:00,2026-02-01 00:00:00
PAO DE MEL,190,6309.36,33.21,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO BEM VINDO LJ1,170,6306.27,37.1,2026-02-01 00:00:00,2026-02-01 00:00:00
MINGOTE SUPERMERCADO,152,6306.2,41.49,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO IMPERIAL,117,6304.38,53.88,2026-02-01 00:00:00,2026-02-01 00:00:00
VAREJISTA MARTINS,134,6299.12,47.01,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO BRUVINI LJ 1,87,6296.89,72.38,2026-02-01 00:00:00,2026-02-01 00:00:00
BOMBONIERE SABOR DE MEL,62,6294.18,101.52,2026-02-01 00:00:00,2026-02-01 00:00:00
SN SUPERMERCADO LJ3,122,6293.06,51.58,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMAK,171,6292.69,36.8,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER NOVA OPCAO,127,6291.67,49.54,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO MARILUZ,197,6291.23,31.94,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO E ACOUGUE TREVO LJ3,130,6286.43,48.36,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO BRONGIEL LJ 1,198,6279.5,31.71,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO TRES COQUEIROS,109,6274.78,57.57,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO JOINVILLENSE,212,6273.58,29.59,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADOS SAO LUIZ LJ2,122,6270.65,51.4,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO SUPER VIZINHO,118,6266.03,53.1,2026-02-01 00:00:00,2026-02-01 00:00:00
GUASSO SUPERMERCADOS 4,112,6265.02,55.94,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DI BENTO,144,6258.98,43.47,2026-02-01 00:00:00,2026-02-01 00:00:00
MINIBOX DA LU,115,6258.39,54.42,2026-02-01 00:00:00,2026-02-01 00:00:00
EL DORADO SUPERMERCADO 3,156,6256.41,40.11,2026-02-01 00:00:00,2026-02-01 00:00:00
EMPORIO SARAIVA,120,6256.39,52.14,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO ARMAZEN,129,6255.03,48.49,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCEARIA ACACIA 2348,132,6254.0,47.38,2026-02-01 00:00:00,2026-02-01 00:00:00
DANIEL SUPERMERCADO LJ4,168,6253.74,37.22,2026-02-01 00:00:00,2026-02-01 00:00:00
BAYTA SUPERMERCADO LJ2,164,6252.79,38.13,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO TODO DIA,186,6250.28,33.6,2026-02-01 00:00:00,2026-02-01 00:00:00
COOPER A1 LJ60,137,6249.91,45.62,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO AMO,146,6247.11,42.79,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SANTI,164,6245.27,38.08,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MIX COLINA,134,6245.14,46.61,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO BANDEIRA 3,132,6237.98,47.26,2026-02-01 00:00:00,2026-02-01 00:00:00
EMPORIO COIMBRA,122,6235.78,51.11,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO DO JOAO CARLOS,138,6235.58,45.19,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCEARIA NOSSA SENHORA DE FATIMA,105,6231.62,59.35,2026-02-01 00:00:00,2026-02-01 00:00:00
COMAP,81,6229.56,76.91,2026-02-01 00:00:00,2026-02-01 00:00:00
GALARCE MERCADO E HORTIFRUTI,67,6229.33,92.98,2026-02-01 00:00:00,2026-02-01 00:00:00
CASA DE CARNES E MERCADO NOSSA SENHORA APARECIDA,150,6228.64,41.52,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO MARMORMAI,165,6226.89,37.74,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCEARIA FABIOLA,80,6219.68,77.75,2026-02-01 00:00:00,2026-02-01 00:00:00
NORDESTAO SUPERMERCADOS,174,6218.95,35.74,2026-02-01 00:00:00,2026-02-01 00:00:00
DISTR BEB BARACO,125,6214.45,49.72,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO KOCK,179,6213.67,34.71,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCEARIA RIBEIRO LJ 02 VALE VERDE,162,6213.29,38.35,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO COMELLI,160,6212.09,38.83,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SOUVENIR ST EFIGENIA,176,6208.16,35.27,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DELICIA,54,6207.07,114.95,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCEARIA JOENCK,117,6202.62,53.01,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADINHO NOVA ERA,137,6200.7,45.26,2026-02-01 00:00:00,2026-02-01 00:00:00
SUP PRIMOS 2,112,6197.86,55.34,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO PEDROSO,142,6197.6,43.65,2026-02-01 00:00:00,2026-02-01 00:00:00
ALLG DEMARCO SUPERMERCADO,155,6196.21,39.98,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO VERDE VILLE,174,6192.29,35.59,2026-02-01 00:00:00,2026-02-01 00:00:00
ATACADO DO VALE LJ5,167,6191.95,37.08,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER ECONOMIZE LJ7,137,6185.25,45.15,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO BOI DOURADO,142,6180.76,43.53,2026-02-01 00:00:00,2026-02-01 00:00:00
REDE TODA BOA SUPERMERCADO,171,6178.11,36.13,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO KOSTTA LJ2,151,6177.49,40.91,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO NACOES SC,100,6173.51,61.74,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DUTRA,145,6171.81,42.56,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADINHO FRANCA,156,6171.11,39.56,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DDC,127,6165.15,48.54,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SPINASSI LONDRINA,134,6164.52,46.0,2026-02-01 00:00:00,2026-02-01 00:00:00
DISTRIBUIDORA UAI LJ2,118,6163.6,52.23,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO BECCHI,106,6159.11,58.1,2026-02-01 00:00:00,2026-02-01 00:00:00
CASA E VIDA LJ3,85,6158.35,72.45,2026-02-01 00:00:00,2026-02-01 00:00:00
PADARIA FLORENCA,153,6157.13,40.24,2026-02-01 00:00:00,2026-02-01 00:00:00
GRAO DE OURO LJ3,245,6155.04,25.12,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MIOTO,139,6152.56,44.26,2026-02-01 00:00:00,2026-02-01 00:00:00
DAL CENTER SUPERMERCADO LJ2,217,6151.82,28.35,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER MELO E SILVA,116,6151.77,53.03,2026-02-01 00:00:00,2026-02-01 00:00:00
MONTEIRO E SILVA EMPREENDIMENTOS COMERCIAIS,198,6151.64,31.07,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO PADILHA,132,6151.6,46.6,2026-02-01 00:00:00,2026-02-01 00:00:00
PEG PAG SANTA FE LJ2,78,6151.05,78.86,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MAVILI LJ3,179,6150.06,34.36,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO 4 ESTACOES,108,6140.59,56.86,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO TREVOSUL,94,6140.08,65.32,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO QUALITY LJ2,160,6136.06,38.35,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO AMERICA DE CIANORTE,158,6135.29,38.83,2026-02-01 00:00:00,2026-02-01 00:00:00
RAFAS SUPERMERCADO VAREJAO LJ3,91,6135.28,67.42,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO PERDIGAO,143,6126.14,42.84,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO FERREIRA E SILVA LJ1,144,6125.34,42.54,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADINHO COREAU,56,6125.27,109.38,2026-02-01 00:00:00,2026-02-01 00:00:00
ROSANGELA DA R BATTIROLA,158,6124.69,38.76,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO MINIMO PRECO,182,6123.29,33.64,2026-02-01 00:00:00,2026-02-01 00:00:00
EMPORIO BEBIDAS E MERCEARIA LJ2,163,6122.16,37.56,2026-02-01 00:00:00,2026-02-01 00:00:00
MINI MERCADO SUPERBEM,163,6119.66,37.54,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO PRANDO,137,6115.72,44.64,2026-02-01 00:00:00,2026-02-01 00:00:00
COMERCIAL COUTO LJ2,108,6115.48,56.62,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER AVILA LJ2,123,6113.32,49.7,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DOS AMIGOS PALMEIRA DAS MISSOES,146,6110.33,41.85,2026-02-01 00:00:00,2026-02-01 00:00:00
CB SUPERMERCADO 2,146,6109.54,41.85,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO NOROESTE,141,6099.66,43.26,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO GIGLIOTI,152,6095.89,40.1,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCEARIA DO NEM,139,6095.65,43.85,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DOM ALDINO,148,6089.5,41.15,2026-02-01 00:00:00,2026-02-01 00:00:00
COMERCIAL WI,91,6086.69,66.89,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER PRIMOS COPASA,131,6083.77,46.44,2026-02-01 00:00:00,2026-02-01 00:00:00
CB SUPERMERCADO 7,107,6078.24,56.81,2026-02-01 00:00:00,2026-02-01 00:00:00
MINIMERCADO BENATO,180,6077.74,33.77,2026-02-01 00:00:00,2026-02-01 00:00:00
EMPORIO ARAUJO,109,6076.99,55.75,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCEARIA LIARA,136,6074.15,44.66,2026-02-01 00:00:00,2026-02-01 00:00:00
CASA E VIDA LJ1,85,6073.99,71.46,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO DA FAMILIA III,144,6069.65,42.15,2026-02-01 00:00:00,2026-02-01 00:00:00
REDE ALPHA 8,141,6067.39,43.03,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER GUARAPARI,100,6064.55,60.65,2026-02-01 00:00:00,2026-02-01 00:00:00
ATACADAO PACHECO LJ3,92,6063.21,65.9,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SIQUEIRA TIMOTEO,166,6062.13,36.52,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MASCARENHAS,127,6060.99,47.72,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO CORBARI,132,6059.95,45.91,2026-02-01 00:00:00,2026-02-01 00:00:00
SERV 7 SUPERMERCADO LJ2,192,6059.54,31.56,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO COQUEIRO,164,6057.16,36.93,2026-02-01 00:00:00,2026-02-01 00:00:00
DIRETO DO CAMPO LJ1,68,6056.57,89.07,2026-02-01 00:00:00,2026-02-01 00:00:00
ARAPONGAS SUPERMERCADO LJ2,149,6055.86,40.64,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO RODA VIVA LJ4,96,6042.47,62.94,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO CUCA,136,6041.24,44.42,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO MERCAMAX LJ2,135,6039.99,44.74,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO E ACOUGUE SANTO ANTONIO,146,6036.39,41.35,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER PAO SUPERMERCADOS LJ12,118,6036.34,51.16,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADOS POMPEI,120,6029.59,50.25,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO FAMA,125,6028.69,48.23,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DO LAGO,97,6024.96,62.11,2026-02-01 00:00:00,2026-02-01 00:00:00
GENESIS SUPERMERCADO LJ1,101,6016.31,59.57,2026-02-01 00:00:00,2026-02-01 00:00:00
QUITANDA CABRAL,108,6015.56,55.7,2026-02-01 00:00:00,2026-02-01 00:00:00
EMPORIO O GAUCHO,65,6013.96,92.52,2026-02-01 00:00:00,2026-02-01 00:00:00
PAME SUPERMECADO,174,6013.91,34.56,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER ROMAN,126,6013.31,47.72,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO UNIA,111,6010.88,54.15,2026-02-01 00:00:00,2026-02-01 00:00:00
GA MERCADO,181,6010.3,33.21,2026-02-01 00:00:00,2026-02-01 00:00:00
CASA DE CARNES E MERCADO DOS GAUCHOS,132,6010.14,45.53,2026-02-01 00:00:00,2026-02-01 00:00:00
LAGOA SUPERMERCADO,120,6007.2,50.06,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO GRANDAO,101,6004.15,59.45,2026-02-01 00:00:00,2026-02-01 00:00:00
CB SUPERMERCADO 1,143,5996.45,41.93,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SUPERGAS,128,5994.0,46.83,2026-02-01 00:00:00,2026-02-01 00:00:00
LOCATELLI SUPERMERCADOS LJ27,190,5993.87,31.55,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO SMIX,132,5991.2,45.39,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO BARATINHO,128,5989.12,46.79,2026-02-01 00:00:00,2026-02-01 00:00:00
COMERCIAL MEU PATRAO,149,5989.07,40.2,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCANTIL COHAB LJ5,166,5988.3,36.07,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO PELISSER,133,5987.94,45.02,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCEARIA BRASILEIRA,177,5986.53,33.82,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO MESSIAS,107,5986.11,55.94,2026-02-01 00:00:00,2026-02-01 00:00:00
NOSSA REDE SUPERMERCADOS,195,5984.34,30.69,2026-02-01 00:00:00,2026-02-01 00:00:00
HORTIFRUTI SERRANO,99,5973.17,60.34,2026-02-01 00:00:00,2026-02-01 00:00:00
CASA DE CARNES BRASIL LJ1,175,5970.61,34.12,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO INDUSTRIAL LJ3,134,5968.77,44.54,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO COSTA BELA ES,100,5966.55,59.67,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO ASTRAL,109,5966.09,54.73,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SAN MARINO,151,5960.92,39.48,2026-02-01 00:00:00,2026-02-01 00:00:00
BARATAO SUPERMERCADOS,93,5957.41,64.06,2026-02-01 00:00:00,2026-02-01 00:00:00
MELHOR ATACADISTA LJ105,137,5956.54,43.48,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER DO SUL,177,5949.12,33.61,2026-02-01 00:00:00,2026-02-01 00:00:00
ANDRE DE SOUZA LEITE,19,5948.86,313.1,2026-02-01 00:00:00,2026-02-01 00:00:00
RMR,86,5948.8,69.17,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO POKO PRECO LJ2,112,5947.69,53.1,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO PIONEIRO,135,5946.41,44.05,2026-02-01 00:00:00,2026-02-01 00:00:00
COMERCIAL TEJIMAR,152,5941.8,39.09,2026-02-01 00:00:00,2026-02-01 00:00:00
ATACADO AMORETTI,96,5938.03,61.85,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO D AVILA LJ3,120,5937.69,49.48,2026-02-01 00:00:00,2026-02-01 00:00:00
FRUTARIA REZENDE,69,5937.1,86.04,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO NOSTRA CASA,133,5936.04,44.63,2026-02-01 00:00:00,2026-02-01 00:00:00
MINIMERCADO R E E,206,5935.31,28.81,2026-02-01 00:00:00,2026-02-01 00:00:00
MULTI ECONOMICO,172,5932.94,34.49,2026-02-01 00:00:00,2026-02-01 00:00:00
REMACI SUPERMERCADO,95,5931.67,62.44,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO BREDA,165,5931.42,35.95,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER RAMBOR,153,5931.31,38.77,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO SOMBRERO,119,5929.82,49.83,2026-02-01 00:00:00,2026-02-01 00:00:00
DAVI SUPERMERCADOS,120,5929.12,49.41,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADINHO DO CHINA,130,5925.13,45.58,2026-02-01 00:00:00,2026-02-01 00:00:00
SACOLAO DA FRUTA,120,5924.23,49.37,2026-02-01 00:00:00,2026-02-01 00:00:00
E F ALIMENTOS,132,5920.88,44.86,2026-02-01 00:00:00,2026-02-01 00:00:00
EMPORIO SIMEAO LJ1,105,5918.58,56.37,2026-02-01 00:00:00,2026-02-01 00:00:00
SACOLAO E MERCEARIA RIO MARAU,67,5918.22,88.33,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERSAMY SUPERMERCADO,143,5916.91,41.38,2026-02-01 00:00:00,2026-02-01 00:00:00
BARATOTAL SUPERMERCADO,182,5916.36,32.51,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCEARIA PAULART,150,5916.24,39.44,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO CAPAO BONITO,142,5912.74,41.64,2026-02-01 00:00:00,2026-02-01 00:00:00
AUTO SERVICOS ESMERALDA,132,5911.07,44.78,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADINHO BOM JESUS,55,5908.18,107.42,2026-02-01 00:00:00,2026-02-01 00:00:00
EMPORIO CEDALION,111,5906.09,53.21,2026-02-01 00:00:00,2026-02-01 00:00:00
PADARIA DO MOINHO,77,5905.34,76.69,2026-02-01 00:00:00,2026-02-01 00:00:00
VITALLE MINIMERCADO E HORTIFRUTI,102,5904.62,57.89,2026-02-01 00:00:00,2026-02-01 00:00:00
NUNES SUPERMERCADO,129,5904.26,45.77,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO CRISPIM L2,126,5903.71,46.85,2026-02-01 00:00:00,2026-02-01 00:00:00
VAREJAO E MERCEARIA MARIFRUTAS,151,5900.99,39.08,2026-02-01 00:00:00,2026-02-01 00:00:00
BEZERRA JUNIOR,152,5900.13,38.82,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SUPER CASA,119,5890.78,49.5,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO FAZIONI,162,5888.98,36.35,2026-02-01 00:00:00,2026-02-01 00:00:00
EMPORIO FLORESTAL COMERCIO DE ALIMENTOS,68,5887.33,86.58,2026-02-01 00:00:00,2026-02-01 00:00:00
BARAO MERCEARIA,116,5885.3,50.74,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MDM CENTRAL LJ3,150,5882.36,39.22,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO BRIXIUS,191,5881.83,30.79,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO PLANALTO LJ4,134,5880.43,43.88,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO DIEHL,167,5879.25,35.21,2026-02-01 00:00:00,2026-02-01 00:00:00
J ANDRADE SUPERMERCADOS 2,133,5866.91,44.11,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO VALE VERDE,124,5862.68,47.28,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO COROMANDEL,135,5859.37,43.4,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO ROTTINI,105,5859.26,55.8,2026-02-01 00:00:00,2026-02-01 00:00:00
PEG PAG JUNIOR BUENO LJ3,132,5859.24,44.39,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO DIJAN,127,5858.3,46.13,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO PRISMA,127,5855.95,46.11,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADINHO BARREIRA,85,5854.77,68.88,2026-02-01 00:00:00,2026-02-01 00:00:00
PAO E CIA,101,5854.48,57.97,2026-02-01 00:00:00,2026-02-01 00:00:00
COTRISAL LJ27,103,5853.12,56.83,2026-02-01 00:00:00,2026-02-01 00:00:00
MINI MERCADO E ACOUGUE DO GARRIDO,10,5851.58,585.16,2026-02-01 00:00:00,2026-02-01 00:00:00
COMERCIAL VIP,111,5850.27,52.71,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO BRASILIA LJ13,88,5850.2,66.48,2026-02-01 00:00:00,2026-02-01 00:00:00
MERC SCHMEGEL,151,5848.64,38.73,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO LAR,125,5847.41,46.78,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO CADE,123,5846.5,47.53,2026-02-01 00:00:00,2026-02-01 00:00:00
CASA POMINI,202,5845.52,28.94,2026-02-01 00:00:00,2026-02-01 00:00:00
MINIMERCADO BORTOLI E COSTA,145,5843.27,40.3,2026-02-01 00:00:00,2026-02-01 00:00:00
HIPER REI DAVY,129,5842.91,45.29,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MONTE SINAI,110,5838.92,53.08,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO JURITIS 2,52,5836.84,112.25,2026-02-01 00:00:00,2026-02-01 00:00:00
